Tag Name,PSM Critical,Unit,Line,Class,Fluid State,Paint Code,P&ID Number,Fluid,Design Pressure (kg/cm2g),Design Temperatur(C) ,Pipe Size (inch) ,Operating Pressure (kg/cm2g) ,Operating Temperature(C),C Insulation Thickness (mm) 
"6""FW 41304-A12X",,,,A12X,,,29-04000J,FW,,,"6""",,,
"6""FW 41306-A12X",,,,A12X,,,29-04000J,FW,,,"6""",,,
"6""FW 41411-A12X",,,,A12X,,,29-04000L,FW,,,"6""",,,
"6""FW 41603-A12X",,,,A12X,,,29-04000Q,FW,,,"6""",,,
"6""HL 15025-B13A",,,,B13A,,,29-01500A,HL,21.0 kgf/cm^2,65C,"6""",18kgf/cm^2,40 C,
"6""LN 17002-A12X",,,,A12X,,,29-01700B,LN,,,"6""",,,
"6""WF 13001-A14A",,,,A14A,,,29-01300,WF,21.0 kgf/cm^2,65C,"6""",18kgf/cm^2,40 C,
"6""WW 33202-A12A",,,,A12A,,,29-03000E,WW,,,"6""",,,
"8""FW 41043-A12X",,,,A12X,,,29-04000G,FW,,,"8""",,,
"8""FW 41207-A12X",,,,A12X,,,29-04000H,FW,,,"8""",,,
"8""FW 41208-A12X",,,,A12X,,,29-04000H,FW,,,"8""",,,
"8""FW 41534-A12X",,,,A12X,,,29-04000N,FW,,,"8""",,,
"8""PG 15006-A13A",,,,A13A,,,29-01500A,PG,21.0 kgf/cm^2,65C,"8""",18kgf/cm^2,40 C,
AFW 41014-A11A,,,,A11A,,,29-04000G,AFW,,,,,,
E 12044-B11Q-C,,,,B11Q,,,29-01200A,E,21 kgf/cm^2,65 C,,18kgf/cm^2,40 C,
FW 40145-A12X,,,,A12X,,,29-04000R,FW,,,,,,
"1""E 12003-B11Q-C",,,,B11Q,,,29-01200A,E,21 kgf/cm^2,65 C,"1""",18kgf/cm^2,40 C,
"1""FW 41307-A12X",,,,A12X,,,29-04000J,FW,,,"1""",,,
"1""FW 41423-A12X",,,,A12X,,,29-04000L,FW,,,"1""",,,
"1""LF 15040-A14A",,,,A14A,,,29-01500B,LF,,,"1""",,,
"1""LOD 10135-A13Z",,,,A13Z,,,29-01000B,LOD,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""LOD 15040-B51A",,,,B51A,,,29-01500A,LOD,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""LS1 16008-A14T-P",,,,A14T,,,29-01600,LS1,,,"1""",,,
"1""LS1 20016-A14T-H",,,,A14T,,,29-01000B,LS1,,,"1""",,,
"1""MX 15020-A51A",,,,A51A,,,29-01800B,MX,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""PR 13070-B13A",,,,B13A,,,29-01300,PR,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""TW 30008-A11A",,,,A11A,,,29-03000E,TW,,,"1""",,,
"1/2""BZ 15003-A51A",,,,A51A,,,29-01500B,BZ,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""C4 14002-A13A",,,,A13A,,,29-01400,C4,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""C4 14019-A13A-ST",,,,A13A,,,29-01400,C4,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40C,
"1/2""HL 15003-A51A",,,,A51A,,,29-01500A,HL,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"2""C2R 5028-A13K-C",,,,A13K,,,22-0560B,C2R,11.60 kgf/cm^2,65 C,"2""",,,
"2""CBD 5065-B13K-C",,,,B13K,,,22-0560B,CBD,29.50 kgf/cm^2,,"2""",,,
"2""CBD 9005-A13K-M",,,,A13K,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"2""",39.6 kgf/cm^2,16 C,
"2""CKB 2006-B13A-T4",,,,B13A,,,22-0200B,CKB,27.00 kgf/cm^2,110 C,"2""",,,
"2""CW 5400-A11A",,,,A11A,,,22-2400B1,CW,8.00 kgf/cm^2,75 C,"2""",,,
"2""DF 4013-A13K",,,,A13K,,,22-0420B,DF,3.50 kgf/cm^2,,"2""",,,
"2""DF 5054-A13K",,,,A13K,,,22-0500A,DF,3.50 kgf/cm^2,,"2""",,,
"2""DF 6003-A13Q",,,,A13Q,,,22-0620A,DF,3.50 kgf/cm^2,65 C,"2""",,,
"2""DF 6005-A13Q",,,,A13Q,,,22-0620B,DF,3.50 kgf/cm^2,,"2""",,,
"2""DF 6016-A13Q",,,,A13Q,,,22-0640C,DF,3.50 kgf/cm^2,,"2""",,,
"2""FW 41322-A12X",,,,A12X,,,22-4013C,FW,,,"2""",,,
"2""FW 41352-A12X",,,,A12X,,,22-4013B,FW,,,"2""",,,
"2""FW 41562-A12X",,,,A12X,,,22-4015B,FW,,,"2""",,,
"2""HC 3010-D11T-P",,,,D11T,,,22-0380C,HC,46.20 kgf/cm^2,420 C,"2""",,,
"2""HL 2010-B13A-T7",,,,B13A,,,22-0200A,HL,23.50 kgf/cm^2,250 C,"2""",,,
"2""HL 32016-A16A",,,,A16A,,,22-3200A,HL,7.20 kgf/cm^2,73 C,"2""",,,
"8""C2R 5027-A13K-C",,,,A13K,,,22-0560B,C2R,11.60 kgf/cm^2,,"8""",,,
"8""C2R 5040-B13K-C",,,,B13K,,,22-0560B,C2R,29.50 kgf/cm^2,100 C,"8""",,,
"8""C3R 16110-A11Q-C",,,,A11Q,,,22-0660D,C3R,17.80 kgf/cm^2,,"8""",,,
"8""C3R 6019-B13A-P,A1",,,,B13A,,,22-0660A,C3R,20.60 kgf/cm^2,110 C,"8""",,,
"8""C3R 6060-A12Q-C",,,,A12Q,,,22-0660C,C3R,17.80 kgf/cm^2,,"8""",,,
"8""E 9401-B13A-T1",,,,B13A,,,22-0940,E,19.40 kgf/cm^2,95 C,"8""",,,
"8""H 4406-B24A",,,,B24A,,,22-0440B,H,,,"8""",,,
"8""HL 4015-B13K-C",,,,B13K,,,22-0400A,HL,44.80 kgf/cm^2,,"8""",,,
"8""HL 6509-B13A",,,,B13A,,,22-0650B,HL,27.50 kgf/cm^2,75 C,"8""",,,
"8""HL 6513-B13A",,,,B13A,,,22-0650B,HL,20.70 kgf/cm^2,80 C,"8""",,,
"8""HV 19747-B24A",,,,B24A,,,22-0400B,HV,44.80 kgf/cm^2,127 C,"8""",,,
"8""LS1 20068-A14T-H",,,,A14T,,,22-2000A1,LS1,6.80 kgf/cm^2,300 C,"8""",,,
"8""LS1 20069-A14T",,,,A14T,,,22-2000A1,LS1,6.80 kgf/cm^2,300 C,"8""",,,
"8""LS1 5607-A14T",,,,A14T,,,22-2000E,LS1,3.50 kgf/cm^2,225 C,"8""",,,
"8""MS2 6601-B12T-H",,,,B12T,,,22-2000E,MS2,16.00 kgf/cm^2,350 C,"8""",,,
"8""QO 2022-B13A-H",,,,B13A,,,22-0200E,QO,23.50 kgf/cm^2,205 C,"8""",,,
"3/4""WF 25005-A14A-ST",,,,A14A,,,20-2500A,WF,3.5,100,"3/4""",3.2,36,
"3/4""WF 26002-A13Q",,,,A13Q,,,20-2600E,WF,,,"3/4""",,,
"3/4""WG 17002-A13A",,,,A13A,,,20-1700A,WG,,,"3/4""",,,
"3/4""WW 30004-A12A",,,,A12A,,,20-3000A,WW,,,"3/4""",,,
"3/4""WW 30005-A12A",,,,A12A,,,20-3000A,WW,,,"3/4""",,,
"3/4""WW 30114-A12A",,,,A12A,,,20-3000B,WW,,,"3/4""",,,
"3/4""WW 30117-A13A",,,,A13A,,,20-3000G,WW,,,"3/4""",,,
"3/4""WW 30185-A11A",,,,A11A,,,20-3000C,WW,,,"3/4""",,,
"3/4""WW 30187-A11A",,,,A11A,,,20-3000C,WW,,,"3/4""",,,
"3/4""WW 30209-A11A",,,,A11A,,,20-3000D,WW,,,"3/4""",,,
"3/4""WW 30252-A11A",,,,A11A,,,20-3000E,WW,,,"3/4""",,,
"3/4""WW 30302-HDPE",,,,HDPE,,,20-3000F,WW,,,"3/4""",,,
"3/4""WW 30324-A13A",,,,A13A,,,20-3000G,WW,,,"3/4""",,,
"4""BFW 20209-F11T-H",,,,F11T,,,20-2000C,BFW,190,200,"4""",160,161,
"4""BFW 20235-B11K-H",,,,B11K,,,20-2000C,BFW,190,200,"4""",160,161,
"4""LS1 30101-A14T-H",,,,A14T,,,20-3000G,LS1,,,"4""",,,
"4""RW 21006-A11A",,,,A11A,,,20-4060A,RW,,,"4""",,,
"4""TW 21130-A13X",,,,A13X,,,20-2100D,TW,,,"4""",,,
"3/4""CBD 5101-A13K",,,,A13K,,,22-0560A,CBD,11.60 kgf/cm^2,100 C,"3/4""",,,
"3/4""CBD 6012-A13K-M",,,,A13K,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"3/4""",39.6 kgf/cm^2,16 C,
"3/4""CBD 6022-A11Q",,,,A11Q,,,22-0660C,CBD,17.80 kgf/cm^2,,"3/4""",,,
"3/4""CBD 6027-A11Q",,,,A11Q,,,22-0660D,CBD,3.40 kgf/cm^2,,"3/4""",,,
"3/4""CBD 6061-B11Q-H",,,,B11Q,,,22-0620B,CBD,38.00 kgf/cm^2,91 C,"3/4""",,,
"3/4""CBD 6071-B13A",,,,B13A,,,22-0640B,CBD,27.00 kgf/cm^2,80 C,"3/4""",,,
"3/4""CBD 6073-B13A",,,,B13A,,,22-0640B,CBD,27.50 kgf/cm^2,,"3/4""",,,
"3/4""CBD 6088-ZZZ",,,,ZZZ,,,22-0003A,CBD,,,"3/4""",,,
"3/4""CBD 6095-A11Q",,,,A11Q,,,22-0660C,CBD,3.50 kgf/cm^2,,"3/4""",,,
"3/4""CBD 6116-B11Q",,,,B11Q,,,22-0660A,CBD,20.00 kgf/cm^2,,"3/4""",,,
"3/4""CKB 2001-B13T-T4",,,,B13T,,,22-0200B,CKB,27.00 kgf/cm^2,260 C,"3/4""",,,
"3/4""CS 32002-A16A",,,,A16A,,,22-0340,CS,15.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""CW 2005-A11A",,,,A11A,,,22-2400B2,CW,8.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""CW 2301-A11A",,,,A11A,,,22-2400B2,CW,8.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""CW 32008-A11A",,,,A11A,,,22-2400B2,CW,8.00 kgf/cm^2,75 C,"3/4""",,,
"3/4""CW 6501-A11A",,,,A11A,,,22-2400A,CW,8.00 kgf/cm^2,75 C,"3/4""",,,
"6""HL 6068-B13A",,,,B13A,,,22-0640B,HL,27.50 kgf/cm^2,80 C,"6""",,,
"6""HM 6017-A13A",,,,A13A,,,22-0600A,HM,3.50 kgf/cm^2,115 C,"6""",,,
"6""HM 6018-A13A-H",,,,A13A,,,22-0600A,HM,9.80 kgf/cm^2,115 C,"6""",,,
"6""HM 7002-A13A-H",,,,A13A,,,22-0700A,HM,7.00 kgf/cm^2,146 C,"6""",,,
"6""HS 3005-D11T",,,,D11T,,,22-2000C,HS,48.00 kgf/cm^2,420 C,"6""",,,
"6""HS 3013-D11T-H",,,,D11T,,,22-2000C,HS,48.00 kgf/cm^2,420 C,"6""",,,
"6""HS 4601-D11T-H",,,,D11T,,,22-0460,HS,46.20 kgf/cm^2,420 C,"6""",,,
"6""HV 3078-A12T-H",,,,A12T,,,22-0640C,HV,7.70 kgf/cm^2,265 C,"6""",,,
"6""HV 4034-B11Q",,,,B11Q,,,22-0400B,HV,7.70 kgf/cm^2,65 C,"6""",,,
"6""HV 5037-B11Q-H",,,,B11Q,,,22-0520A,HV,26.40 kgf/cm^2,130 C,"6""",,,
"6""HV 5052-B11Q",,,,B11Q,,,22-0540,HV,3.50 kgf/cm^2,,"6""",,,
"6""HV 6037-B13A",,,,B13A,,,22-0640B,HV,20.70 kgf/cm^2,80 C,"6""",,,
"6""HV 6527-B13A",,,,B13A,,,22-0650B,HV,20.70 kgf/cm^2,80 C,"6""",,,
"6""LS1 6978-A14T",,,,A14T,,,22-0005A,LS1,6.80 kgf/cm^2,300 C,"6""",,,
"6""PW 2003-A13A-H",,,,A13A,,,22-0230,PW,15.50 kgf/cm^2,112 C,"6""",,,
"6""RS 3003-A12T",,,,A12T,,,22-0380C,RS,3.50 kgf/cm^2,220 C,"6""",,,
"3/4""HL 36180-A16A",,,,A16A,,,22-3200A,HL,,,"3/4""",,,
"3/4""HL 4007-B13K-C",,,,B13K,,,22-0420A,HL,38.00 kgf/cm^2,,"3/4""",,,
"3/4""HL 5004-B11Q-C",,,,B11Q,,,22-0500A,HL,38.00 kgf/cm^2,,"3/4""",,,
"3/4""HL 5042-B11Q-C",,,,B11Q,,,22-0540,HL,28.00 kgf/cm^2,,"3/4""",,,
"3/4""HL 6000-B11Q",,,,B11Q,,,22-0620B,HL,,,"3/4""",,,
"3/4""HL 6006-B13A-D",,,,B13A,,,22-0600B,HL,39.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""HL 6019-B13A-D",,,,B13A,,,22-0620A,HL,38.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""HL 6031-B11Q-H",,,,B11Q,,,22-0620B,HL,38.00 kgf/cm^2,91 C,"3/4""",,,
"3/4""HL 6042-B11Q-H",,,,B11Q,,,22-0620B,HL,38.00 kgf/cm^2,91 C,"3/4""",,,
"3/4""HL 6066-B11Q",,,,B11Q,,,22-0640C,HL,23.50 kgf/cm^2,67 C,"3/4""",,,
"3/4""HL 6070-A13A",,,,A13A,,,22-0220A1,HL,9.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""HL 6104-B13A",,,,B13A,,,22-0620A,HL,38.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""HL 6511-B13A",,,,B13A,,,22-0650B,HL,27.00 kgf/cm^2,80 C,"3/4""",,,
"3/4""HM 3020-A13A-H",,,,A13A,,,22-0360,HM,14.00 kgf/cm^2,112 C,"3/4""",,,
"3/4""HM 4021-B13K-C",,,,B13K,,,22-0420B,HM,42.80 kgf/cm^2,,"3/4""",,,
"3/4""HM 4022-B13K-C",,,,B13K,,,22-0420B,HM,42.80 kgf/cm^2,,"3/4""",,,
"1/2""LN 28017-A12X",,,,A12X,,,29-2900A,LN,,,"1/2""",,,
"1/2""LN 28068-A12X",,,,A12X,,,29-2900D,LN,,,"1/2""",,,
"1/2""LS1 20004-A14T-H",,,,A14T,,,29-2900B,LS1,,,"1/2""",,,
"1/2""LS1 20005-A14T-H",,,,A14T,,,29-2900B,LS1,,,"1/2""",,,
"1/2""PA 28072-A11A",,,,A11A,,,29-2900D,PA,,,"1/2""",,,
"1/2""PR 13049-B13A",,,,B13A,,,29-01300,PR,21.0 kgf/cm^2,65C,"1/2""",18kgf/cm^2,40 C,
"1/2""TW 21009-A11A-H",,,,A11A,,,29-2900A,TW,,,"1/2""",,,
"1/2""TW 21011-A11A-H",,,,A11A,,,29-2900A,TW,,,"1/2""",,,
"1/2""TW 21018-A11A",,,,A11A,,,29-2900D,TW,,,"1/2""",,,
"10""FW 40226-A11A",,,,A11A,,,29-04000A,FW,,,"10""",,,
"1-1/2""CBD 17221-A13A",,,,A13A,,,29-01700A,CBD,21.0 kgf/cm^2,65C,"1-1/2""",18kgf/cm^2,40 C,
"1-1/2""PR 13066-B13A",,,,B13A,,,29-01300,PR,21.0 kgf/cm^2,65C,"1-1/2""",18kgf/cm^2,40 C,
"1-1/2""QOD 16038-A13A-ST",,,,A13A,,,29RE4011-01600,QOD,,,"1-1/2""",,,
"12""AFW 40045-A11A",,,,A11A,,,29-04000B,AFW,,,"12""",,,
"12""LS1 20027-A14T-H",,,,A14T,,,29-01200B,LS1,,,"12""",,,
"14""FW 40224-A11A",,,,A11A,,,29-04000A,FW,,,"14""",,,
"16""FW 40221-A12X",,,,A12X,,,29-04000A,FW,,,"16""",,,
"16""FW 40222-A11A",,,,A11A,,,29-04000A,FW,,,"16""",,,
"1-1/2""FW 41307-A12X",,,,A12X,,,22-4013A,FW,,,"1-1/2""",,,
"1-1/2""FW 41312-A12X",,,,A12X,,,29-04000K,FW,,,"1-1/2""",,,
"1-1/2""FW 41411-A12X",,,,A12X,,,29-04000L,FW,,,"1-1/2""",,,
"1-1/2""FW 41423-A12X",,,,A12X,,,29-04000L,FW,,,"1-1/2""",,,
"1-1/2""MN 28069-A13A",,,,A13A,,,29-01400,MN,21.0 kgf/cm^2,65C,"1-1/2""",18kgf/cm^2,40C,
"1-1/2""QOD 16003-B13A-ST",,,,B13A,,,29RE4011-01600,QOD,,,"1-1/2""",,,
"1-1/2""QOD 16004-B13A-ST",,,,B13A,,,29RE4011-01600,QOD,,,"1-1/2""",,,
"1-1/2""QOD 16008-B13A-ST",,,,B13A,,,29RE4011-01600,QOD,,,"1-1/2""",,,
"1-1/2""QOD 16026-A13A-ST",,,,A13A,,,29-01600,QOD,,,"1-1/2""",,,
"12""FW 40035-A12Z",,,,A12Z,,,29-04000A,FW,,,"12""",,,
"12""FW 40219-A12X",,,,A12X,,,29-04000A,FW,,,"12""",,,
"14""FW 40107-A12X",,,,A12X,,,29-04000A,FW,,,"14""",,,
"14""FW 40108-A12X",,,,A12X,,,29-04000A,FW,,,"14""",,,
"14""NVAP 10002-A13A",,,,A13A,,,29-01000A,NVAP,,,"14""",,,
"2""E 12001-B11Q-C",,,,B11Q,,,29-01200A,E,21 kgf/cm^2,65 C,"2""",18kgf/cm^2,40 C,
"2""FW 41312-A12X",,,,A12X,,,29-04000K,FW,,,"2""",,,
"2""FW 41529-A12X",,,,A12X,,,29-04000N,FW,,,"2""",,,
"2""FW 41603-A12X",,,,A12X,,,29-04000Q,FW,,,"2""",,,
"2""HL 48910-",,,,,,,22-3200A,HL,,,"2""",,,
"2""HL 5031-A13K-C",,,,A13K,,,22-0540,HL,20.50 kgf/cm^2,,"2""",,,
"2""HL 6044-B11Q-H",,,,B11Q,,,22-0620B,HL,38.00 kgf/cm^2,91 C,"2""",,,
"2""HL 6057-B11Q",,,,B11Q,,,22-0640B,HL,28.00 kgf/cm^2,,"2""",,,
"2""HL 6071-B13A-D",,,,B13A,,,22-0600B,HL,39.00 kgf/cm^2,65 C,"2""",,,
"2""HM 4009-B13K-C",,,,B13K,,,22-0400C,HM,44.80 kgf/cm^2,,"2""",,,
"2""HS 20007-D11M-H",,,,D11M,,,22-2000A1,HS,46.20 kgf/cm^2,250 C,"2""",,,
"2""HV 1003-A14A",,,,A14A,,,22-0001A,HV,35.00 kgf/cm^2,65 C,"2""",,,
"2""HV 2045-B13A-T7",,,,B13A,,,22-0200A,HV,23.50 kgf/cm^2,205 C,"2""",,,
"2""HV 2047-B13A-T7",,,,B13A,,,22-0200A,HV,23.50 kgf/cm^2,250 C,"2""",,,
"2""HV 3009-A13A-A2",,,,A13A,,,22-0300A,HV,3.50 kgf/cm^2,121 C,"2""",,,
"2""HV 3040-B24A-D",,,,B24A,,,22-0380B,HV,44.80 kgf/cm^2,65 C,"2""",39.6 kgf/cm^2,16 C,
"2""HV 5078-B11Q-H",,,,B11Q,,,22-0520A,HV,26.40 kgf/cm^2,130 C,"2""",,,
"2""HV 5079-B11Q",,,,B11Q,,,22-0520A,HV,26.40 kgf/cm^2,130 C,"2""",,,
"2""ICW 3005-A11A",,,,A11A,,,22-0300B,ICW,9.00 kgf/cm^2,75 C,"2""",,,
"2""ICW 3006-A11A",,,,A11A,,,22-0300C,ICW,15.50 kgf/cm^2,75 C,"2""",,,
"4""TWW 30003-A12A",,,,A12A,,,20-3000A,TWW,,,"4""",,,
"4""V 20001-A14K-P",,,,A14K,,,20-2000C,V,5.5,350,"4""",7,118,
"4""WW 22013-UPVC",,,,UPVC,,,20-2200E,WW,,,"4""",,,
"4""WW 22014-UPVC",,,,UPVC,,,20-2200E,WW,,,"4""",,,
"4""WW 22017-UPVC",,,,UPVC,,,20-2200E,WW,,,"4""",,,
"4""WW 30184-A11A",,,,A11A,,,20-3000C,WW,,,"4""",,,
"40""CW C24008-A11A",,,,A11A,,,20-2400B,CW,,,"40""",,,
"42""CW C24018-A12Z",,,,A12Z,,,20-2400B,CW,,,"42""",,,
"42""CW P24005-A12Z",,,,A12Z,,,20-2400B,CW,,,"42""",,,
"44""RCW P24003-A11A",,,,A11A,,,20-2400B,RCW,,,"44""",,,
"5/8""FO 46301-A13A",,,,A13A,,,20-4060D,FO,,,"5/8""",,,
"6""BFW 20203-B12A-H",,,,B12A,,,20-2000C,BFW,21.4,200,"6""",19.01,147,
"6""BFW 20204-A14T-P",,,,A14T,,,20-2000C,BFW,95,200,"6""",70,161,
"6""BFW 20235-B11K-H",,,,B11K,,,20-2000C,BFW,190,200,"6""",160,161,
"6""D 20219-A11A-H",,,,A11A,,,20-2000E,D,,,"6""",,,
"6""DW 22303-CSRL",,,,CSRL,,,20-2200C,DW,,,"6""",,,
"6""SL 30102-HDPE",,,,HDPE,,,20-3000D,SL,,,"6""",,,
"6""WW 22018-A12A",,,,A12A,,,20-2200F,WW,,,"6""",,,
"8""WF 3065-A14A-A1",,,,A14A,,,22-0300C,WF,3.50 kgf/cm^2,120 C,"8""",,,
"8""WF 9403-A14A",,,,A14A,,,22-0940,WF,3.50 kgf/cm^2,90 C,"8""",,,
CBD 5004-A11Q-M,,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,,39.6 kgf/cm^2,16 C,
CBD 5005-A13K-M,,,,A13K,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,,39.6 kgf/cm^2,16 C,
DO 7000-A13A-H,,,,A13A,,,22-0700A,DO,7.00 kgf/cm^2,146 C,,,,
FW 41412-A12X,,,,A12X,,,22-4014B,FW,,,,,,
FW 41418-A12X,,,,A12X,,,22-4014B,FW,,,,,,
FW 41574-A12X,,,,A12X,,,22-4015C,FW,,,,,,
FW 42204-A12X,,,,A12X,,,22-4025B,FW,,,,,,
V 31811-A12A,,,,A12A,,,22-2000C,V,,,,,,
V 31813-A12A,,,,A12A,,,22-2000C,V,,,,,,
"1""FW 41422-A12X",,,,A12X,,,29-04000L,FW,,,"1""",,,
"1""LOD 10018-A13A",,,,A13A,,,29-01000A,LOD,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""LOD 17010-A13A",,,,A13A,,,29-01700A,LOD,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""LS1 12005-A14T-H",,,,A14T,,,29-01200B,LS1,21 kgf/cm^2,65C,"1""",18kgf/cm^2,40C,
"1""ME 12001-B13A-H",,,,B13A,,,29-01200B,ME,21 kgf/cm^2,65C,"1""",18kgf/cm^2,40C,
"1""MN 28063-A51A",,,,A51A,,,29-01500B,MN,,,"1""",,,
"60""RCW 24001-A12Z",,,,A12Z,,,22-2400A,RCW,8.00 kgf/cm^2,75 C,"60""",,,
"8""C2R 5006-B13A-D",,,,B13A,,,22-0560A/B,C2R,29.50 kgf/cm^2,100 C,"8""",,,
"8""C3R 6018-B13A",,,,B13A,,,22-0660A,C3R,20.60 kgf/cm^2,110 C,"8""",,,
"8""C3R 6042-A11Q-C",,,,A11Q,,,22-0660D,C3R,17.80 kgf/cm^2,,"8""",,,
"8""DF 5004-A13Q",,,,A13Q,,,22-0500A,DF,3.50 kgf/cm^2,,"8""",,,
"8""DF 5056-A13K",,,,A13K,,,22-0540,DF,3.50 kgf/cm^2,,"8""",,,
"8""HL 5039-B11Q-C",,,,B11Q,,,22-0540,HL,19.40 kgf/cm^2,,"8""",,,
"8""HL 6508-B13A",,,,B13A,,,22-0650B,HL,20.00 kgf/cm^2,75 C,"8""",,,
"8""HV 6009-B11Q-M",,,,B11Q,,,22-0620A,HV,38.00 kgf/cm^2,65 C,"8""",,,
"8""HV 6502-A14A",,,,A14A,,,22-0650B,HV,,,"8""",,,
"8""HV 8673-B11Q-H",,,,B11Q,,,22-0520B2,HV,,,"8""",,,
"8""LS2 2001-A12A-H",,,,A12A,,,22-0200C,LS2,6.80 kgf/cm^2,170 C,"8""",,,
"8""WF 6501-A14A",,,,A14A,,,22-0650B,WF,3.50 kgf/cm^2,80 C,"8""",,,
CBD 6505-A11Q,,,,A11Q,,,22-0900D,CBD,3.50 kgf/cm^2,120 C,,,,
CBD 9005-A11Q-M,,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,,39.6 kgf/cm^2,16 C,
CD 32088-A13A,,,,A13A,,,22-3200C,CD,3.50 kgf/cm^2,75 C,,,,
"3/4""HM 5001-B11Q-D",,,,B11Q,,,22-0500A,HM,38.00 kgf/cm^2,,"3/4""",,,
"3/4""HM 5006-B13A-H",,,,B13A,,,22-0500A,HM,27.40 kgf/cm^2,170 C,"3/4""",,,
"3/4""HM 6001-A13A-H",,,,A13A,,,22-0600A,HM,9.30 kgf/cm^2,115 C,"3/4""",,,
"3/4""HM 7003-A13A-H",,,,A13A,,,22-0700A,HM,7.00 kgf/cm^2,146 C,"3/4""",,,
"3/4""HS 20007-D11M-H",,,,D11M,,,22-3200C,HS,46.20 kgf/cm^2,250 C,"3/4""",,,
"3/4""HS 4600-D11T-H",,,,D11T,,,22-0460,HS,46.20 kgf/cm^2,420 C,"3/4""",,,
"3/4""HV 3000-A13A-A3",,,,A13A,,,22-0300A,HV,3.50 kgf/cm^2,121 C,"3/4""",,,
"3/4""HV 3017-B11Q",,,,B11Q,,,22-0500A,HV,26.90 kgf/cm^2,,"3/4""",,,
"3/4""HV 3020-A13A-A1",,,,A13A,,,22-0300C,HV,15.00 kgf/cm^2,120 C,"3/4""",,,
"3/4""HV 3028-A13A",,,,A13A,,,22-0300C,HV,15.00 kgf/cm^2,120 C,"3/4""",,,
"3/4""HV 3048-B24A-D",,,,B24A,,,22-0005A,HV,44.80 kgf/cm^2,120 C,"3/4""",,,
"3/4""HV 3072-A12T-H",,,,A12T,,,22-0380B,HV,7.70 kgf/cm^2,265 C,"3/4""",,,
"3/4""HV 4016-A13K-C",,,,A13K,,,22-0420A,HV,7.90 kgf/cm^2,,"3/4""",,,
"3/4""HV 4018-A13K-C",,,,A13K,,,22-0420A,HV,7.90 kgf/cm^2,,"3/4""",,,
"3/4""HV 4039-B13K-C",,,,B13K,,,22-0420B,HV,42.80 kgf/cm^2,,"3/4""",,,
"3/4""HV 4042-A11Q",,,,A11Q,,,22-0400B,HV,14.50 kgf/cm^2,65 C,"3/4""",,,
"3/4""D 16233-A11A",,,,A11A,,,22-3200C,D,3.50 kgf/cm^2,65 C,"3/4""",,,
"3/4""DF 5003-A13Q",,,,A13Q,,,22-0500A,DF,3.50 kgf/cm^2,170 C,"3/4""",,,
"3/4""DF 5051-A13K-C",,,,A13K,,,22-0560B,DF,11.60 kgf/cm^2,,"3/4""",,,
"3/4""DO 3000-A13A",,,,A13A,,,22-0380B,DO,16.00 kgf/cm^2,145 C,"3/4""",,,
"3/4""DO 7000-A13A",,,,A13A,,,22-0700A,DO,7.00 kgf/cm^2,146 C,"3/4""",,,
"3/4""E 4009-B13K-C",,,,B13K,,,22-0400B,E,19.40 kgf/cm^2,,"3/4""",,,
"3/4""FG 9406-A13A",,,,A13A,,,22-0940,FG,18.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""FW 41544-A12X",,,,A12X,,,22-4015A,FW,,,"3/4""",,,
"3/4""HL 2033-B13A-T7",,,,B13A,,,22-0200A,HL,23.50 kgf/cm^2,250 C,"3/4""",,,
"3/4""HL 3044-B13A-P",,,,B13A,,,22-0320,HL,19.50 kgf/cm^2,155 C,"3/4""",,,
"3/4""HL 3045-B13A-P",,,,B13A,,,22-0320,HL,19.50 kgf/cm^2,155 C,"3/4""",,,
"3/4""HL 3091-A13A",,,,A13A,,,22-0300A,HL,3.50 kgf/cm^2,121 C,"3/4""",5.40 kgf/cm^2,35 C,
"3/4""HL 4005-A13K-C",,,,A13K,,,22-0420A,HL,8.50 kgf/cm^2,,"3/4""",,,
